loan_application_no,disbursed_date,disbursed_amount,source_entity_name,final_tpv,score,gender,age,industryy,status,city,state,pincode,disbursed_year,disbursed_month,disbursed_quarter,score_band,age_band,city_clean,is_metro_city,loan_to_tpv,amount_per_age,amount_x_score,predicted_income
5354,2025-08-27,19056.0,PPP,48468.5,746,Male,25.0,Food & Beverages,DISBURSED,North West Delhi,Delhi,110085.0,2025.0,8.0,3.0,700-749,22-25,north west delhi,0,0.3931625695039046,762.24,14215776.0,48024.10145000002
5355,2025-08-27,25407.0,TTT,7500.0,785,Female,59.0,Retail And Shopping,DISBURSED,Faridabad,Haryana,121005.0,2025.0,8.0,3.0,>750,46-60,faridabad,0,3.3876,430.6271186440678,19944495.0,7494.4232999999995
5356,2025-08-27,53637.0,TTT,22500.0,757,Female,41.0,Healthcare And Wellness,DISBURSED,Bilaspur,Chhattisgarh,495001.0,2025.0,8.0,3.0,>750,36-45,bilaspur,0,2.3838666666666666,1308.219512195122,40603209.0,22513.1932
5357,2025-08-26,28584.0,PPP,26684.33,783,Male,56.0,Grocery And Daily Needs,DISBURSED,Khorda,Odisha,751007.0,2025.0,8.0,3.0,>750,46-60,khorda,0,1.071190470212293,510.42857142857144,22381272.0,26631.74670000004
5358,2025-08-26,132153.0,TTT,32500.0,734,Female,47.0,Retail And Shopping,DISBURSED,Khammam District,Telangana,507165.0,2025.0,8.0,3.0,700-749,46-60,khammam district,0,4.066246153846154,2811.7659574468084,97000302.0,32666.666150000012
5359,2025-08-28,285840.0,PPP,109362.83,755,Male,44.0,Grocery And Daily Needs,DISBURSED,Kanchipuram,Tamil Nadu,600119.0,2025.0,8.0,3.0,>750,36-45,kanchipuram,0,2.613685106722275,6496.363636363636,215809200.0,109659.62439999971
5360,2025-08-26,47050.0,TTT,22500.0,157,Male,34.0,Food & Beverages,DISBURSED,Lucknow,Uttar Pradesh,226010.0,2025.0,8.0,3.0,<600,31-35,lucknow,0,2.091111111111111,1383.8235294117646,7386850.0,22500.0
5361,2025-08-25,73365.0,PPP,24938.83,754,Male,52.0,Food & Beverages,DISBURSED,Saharanpur,Uttar Pradesh,247554.0,2025.0,8.0,3.0,>750,46-60,saharanpur,0,2.941797991325174,1410.8653846153845,55317210.0,24844.924800000033
5362,2025-08-25,190560.0,PPP,173319.66,728,Female,45.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560047.0,2025.0,8.0,3.0,700-749,36-45,bengaluru,1,1.0994713467589308,4234.666666666667,138727680.0,173172.4270500001
5363,2025-08-25,61356.0,PPP,94270.0,746,Male,38.0,Food & Beverages,DISBURSED,Satara,Maharashtra,415002.0,2025.0,8.0,3.0,700-749,36-45,satara,0,0.650853930200488,1614.6315789473683,45771576.0,92594.75115000003
5364,2025-08-27,188790.0,TTT,107500.0,732,Male,25.0,Retail And Shopping,DISBURSED,North East Delhi,Delhi,110094.0,2025.0,8.0,3.0,700-749,22-25,north east delhi,0,1.756186046511628,7551.6,138194280.0,107649.55934999997
5365,2025-08-25,269642.0,PPP,43967.66,743,Female,51.0,Food & Beverages,DISBURSED,Nellore,Andhra Pradesh,524344.0,2025.0,8.0,3.0,700-749,46-60,nellore,0,6.132734832829402,5287.098039215686,200344006.0,44182.81580000009
5366,2025-08-23,29536.0,PPP,12820.66,757,Female,53.0,Retail And Shopping,DISBURSED,Cuddapah,Andhra Pradesh,516001.0,2025.0,8.0,3.0,>750,46-60,cuddapah,0,2.3037815525877763,557.2830188679245,22358752.0,13023.562099999996
5367,2025-08-23,114085.0,PPP,66012.66,741,Male,36.0,Service And Utilities,DISBURSED,K v rangareddy,Telangana,500079.0,2025.0,8.0,3.0,700-749,36-45,k v rangareddy,0,1.7282291002968218,3169.027777777778,84536985.0,65473.40165000009
5368,2025-08-23,14380.0,PPP,33775.0,740,Male,27.0,Retail And Shopping,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,201307.0,2025.0,8.0,3.0,700-749,26-30,gautam buddha nagar,0,0.42575869726128796,532.5925925925926,10641200.0,34433.37170000001
5369,2025-08-23,38352.0,BBB,57307.0,734,Female,23.0,Others,DISBURSED,Bengaluru,Karnataka,560076.0,2025.0,8.0,3.0,700-749,22-25,bengaluru,1,0.669237614951053,1667.4782608695652,28150368.0,57524.05470000001
5370,2025-08-22,94100.0,TTT,47500.0,760,Male,38.0,Automobiles,DISBURSED,Gurugram,Haryana,122001.0,2025.0,8.0,3.0,>750,36-45,gurugram,0,1.9810526315789474,2476.315789473684,71516000.0,47536.864
5371,2025-08-23,21643.0,TTT,7500.0,742,Male,30.0,Grocery And Daily Needs,DISBURSED,PRAKASAM,Andhra Pradesh,523230.0,2025.0,8.0,3.0,700-749,26-30,prakasam,0,2.8857333333333335,721.4333333333333,16059106.0,7497.25
5372,2025-08-22,23525.0,TTT,17500.0,762,Male,24.0,Healthcare And Wellness,DISBURSED,Rudrapur,Uttarakhand,263160.0,2025.0,8.0,3.0,>750,22-25,rudrapur,0,1.3442857142857143,980.2083333333334,17926050.0,17523.50295
5373,2025-08-22,47640.0,PPP,48509.0,152,Female,42.0,Food & Beverages,DISBURSED,Bhagalpur,Bihar,812001.0,2025.0,8.0,3.0,<600,36-45,bhagalpur,0,0.9820857985116164,1134.2857142857142,7241280.0,48628.501250000016
5374,2025-08-22,43146.0,BBB,9879.0,729,Male,55.0,Others,DISBURSED,Bareilly,Uttar Pradesh,243501.0,2025.0,8.0,3.0,700-749,46-60,bareilly,0,4.367446097783176,784.4727272727273,31453434.0,9488.185
5375,2025-08-22,431415.0,PPP,103469.5,818,Male,37.0,Service And Utilities,DISBURSED,Hyderabad,Telangana,500001.0,2025.0,8.0,3.0,>750,36-45,hyderabad,1,4.16948955972533,11659.864864864865,352897470.0,104498.03084999997
5376,2025-08-22,310563.0,BBB,23149.0,767,Male,36.0,Others,DISBURSED,Chennai,Tamil Nadu,600037.0,2025.0,8.0,3.0,>750,36-45,chennai,1,13.41582789753337,8626.75,238201821.0,23663.97
5377,2025-08-21,30489.0,PPP,10670.5,746,Female,44.0,Retail And Shopping,DISBURSED,Tiruvallur,Tamil Nadu,602001.0,2025.0,8.0,3.0,700-749,36-45,tiruvallur,0,2.8573169017384377,692.9318181818181,22744794.0,10719.635699999993
5378,2025-08-21,47050.0,TTT,27500.0,714,Male,31.0,Food & Beverages,DISBURSED,THANE,Maharashtra,400709.0,2025.0,8.0,3.0,700-749,31-35,thane,0,1.710909090909091,1517.741935483871,33593700.0,27503.585
5379,2025-08-20,23525.0,TTT,17500.0,719,Male,29.0,Food & Beverages,DISBURSED,Jaipur,Rajasthan,302012.0,2025.0,8.0,3.0,700-749,26-30,jaipur,0,1.3442857142857143,811.2068965517242,16914475.0,17488.955000000005
5380,2025-03-01,99424.0,TTT,32500.0,724,Male,34.0,Retail And Shopping,DISBURSED,SOUTH,Delhi,110062.0,2025.0,3.0,1.0,700-749,31-35,south,0,3.0592,2924.235294117647,71982976.0,33073.60350000005
5381,,76203.0,TTT,12500.0,723,Male,30.0,Service And Utilities,CANCELLED,Gwalior,Madhya Pradesh,474006.0,,,,700-749,26-30,gwalior,0,6.09624,2540.1,55094769.0,12478.065
5382,2025-03-01,70575.0,TTT,112500.0,133,Female,31.0,Grocery And Daily Needs,DISBURSED,Hyderabad,Telangana,500097.0,2025.0,3.0,1.0,<600,31-35,hyderabad,1,0.6273333333333333,2276.6129032258063,9386475.0,106545.79669999998
5383,2025-02-28,74339.0,TTT,22500.0,759,Male,31.0,Retail And Shopping,DISBURSED,Palakkad,Kerala,678007.0,2025.0,2.0,1.0,>750,31-35,palakkad,0,3.3039555555555555,2398.032258064516,56423301.0,22537.333300000002
5384,2025-02-27,47050.0,TTT,32500.0,103,Female,37.0,Retail And Shopping,DISBURSED,Ahmednagar,Maharashtra,414003.0,2025.0,2.0,1.0,<600,36-45,ahmednagar,0,1.4476923076923076,1271.6216216216217,4846150.0,32500.0
5385,2025-02-28,188790.0,TTT,67500.0,729,Female,44.0,Food & Beverages,CANCELLED,Mumbai,Maharashtra,400078.0,2025.0,2.0,1.0,700-749,36-45,mumbai,1,2.7968888888888888,4290.681818181818,137627910.0,67767.60055000003
5386,2025-02-27,474925.0,TTT,117500.0,721,Male,40.0,Retail And Shopping,DISBURSED,Tiruvallur,Tamil Nadu,601213.0,2025.0,2.0,1.0,700-749,36-45,tiruvallur,0,4.0419148936170215,11873.125,342420925.0,117431.36969999998
5387,,76203.0,TTT,27500.0,729,Male,46.0,Retail And Shopping,CANCELLED,Thane,Maharashtra,400612.0,,,,700-749,46-60,thane,0,2.7710181818181816,1656.5869565217392,55551987.0,26949.28180000001
5388,2025-02-27,78103.0,TTT,42500.0,728,Male,45.0,Food & Beverages,CLOSED,CHENGALPATTU,Tamil Nadu,600063.0,2025.0,2.0,1.0,700-749,36-45,chengalpattu,0,1.8377176470588235,1735.6222222222223,56858984.0,42536.2741
5389,2025-02-27,94100.0,TTT,42500.0,721,Male,39.0,Others,DISBURSED,Patna,Bihar,800004.0,2025.0,2.0,1.0,700-749,36-45,patna,0,2.2141176470588237,2412.8205128205127,67846100.0,42504.92285000001
5390,2025-02-26,82808.0,TTT,37500.0,686,Male,33.0,Retail And Shopping,DISBURSED,Dehradun,Uttarakhand,248002.0,2025.0,2.0,1.0,600-699,31-35,dehradun,0,2.208213333333333,2509.3333333333335,56806288.0,37485.18155
5391,2025-02-26,218733.0,TTT,97500.0,705,Male,34.0,Retail And Shopping,DISBURSED,Thrissur,Kerala,680581.0,2025.0,2.0,1.0,700-749,31-35,thrissur,0,2.2434153846153846,6433.323529411765,154206765.0,97382.9374
5392,2025-02-28,45168.0,TTT,17500.0,759,Female,32.0,Retail And Shopping,DISBURSED,Thane,Maharashtra,421503.0,2025.0,2.0,1.0,>750,31-35,thane,0,2.5810285714285714,1411.5,34282512.0,17494.292250000002
5393,2025-02-26,284070.0,TTT,207500.0,741,Male,30.0,Food & Beverages,DISBURSED,ERNAKULAM,Kerala,682041.0,2025.0,2.0,1.0,700-749,26-30,ernakulam,0,1.369012048192771,9469.0,210495870.0,205930.9322999999
5394,2025-02-26,32935.0,TTT,17500.0,743,Male,40.0,Healthcare And Wellness,DISBURSED,New Delhi,Delhi,110030.0,2025.0,2.0,1.0,700-749,36-45,new delhi,1,1.882,823.375,24470705.0,17552.931950000002
5395,2025-02-26,91277.0,TTT,27500.0,757,Male,47.0,Service And Utilities,DISBURSED,Bareilly,Uttar Pradesh,243502.0,2025.0,2.0,1.0,>750,46-60,bareilly,0,3.3191636363636365,1942.063829787234,69096689.0,27493.875350000002
5396,2025-02-26,188790.0,TTT,92500.0,736,Male,28.0,Retail And Shopping,DISBURSED,INDORE,Madhya Pradesh,452007.0,2025.0,2.0,1.0,700-749,26-30,indore,0,2.040972972972973,6742.5,138949440.0,92568.75405000002
5397,2025-02-25,91277.0,TTT,27500.0,734,Female,32.0,Retail And Shopping,DISBURSED,VIJAYAPURA,Karnataka,586101.0,2025.0,2.0,1.0,700-749,31-35,vijayapura,0,3.3191636363636365,2852.40625,66997318.0,27520.038050000003
5398,2025-02-25,378760.0,TTT,157500.0,717,Female,30.0,Healthcare And Wellness,DISBURSED,New Delhi,Delhi,110074.0,2025.0,2.0,1.0,700-749,26-30,new delhi,1,2.4048253968253968,12625.333333333334,271570920.0,158517.63359999994
5399,2025-02-26,47050.0,TTT,62500.0,740,Male,35.0,Retail And Shopping,DISBURSED,Dehradun,Uttarakhand,248001.0,2025.0,2.0,1.0,700-749,31-35,dehradun,0,0.7528,1344.2857142857142,34817000.0,62496.27165
5400,2025-02-25,236725.0,TTT,127500.0,114,Female,30.0,Service And Utilities,DISBURSED,Gurgaon,Haryana,122102.0,2025.0,2.0,1.0,<600,26-30,gurgaon,0,1.8566666666666667,7890.833333333333,26986650.0,127100.61460000002
5401,2025-02-25,47050.0,TTT,62500.0,680,Male,24.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400080.0,2025.0,2.0,1.0,600-699,22-25,mumbai,1,0.7528,1960.4166666666667,31994000.0,62525.0
5402,2025-02-25,45168.0,TTT,17500.0,705,Female,38.0,Retail And Shopping,DISBURSED,Bangalore,Karnataka,560027.0,2025.0,2.0,1.0,700-749,36-45,bangalore,1,2.5810285714285714,1188.6315789473683,31843440.0,17480.81075
5403,2025-02-26,94100.0,TTT,62500.0,103,Female,37.0,Retail And Shopping,DISBURSED,Coimbatore,Tamil Nadu,641048.0,2025.0,2.0,1.0,<600,36-45,coimbatore,0,1.5056,2543.2432432432433,9692300.0,62487.8107
5404,2025-02-24,47050.0,TTT,47500.0,145,Male,51.0,Food & Beverages,DISBURSED,Jaipur,Rajasthan,302015.0,2025.0,2.0,1.0,<600,46-60,jaipur,0,0.9905263157894737,922.5490196078431,6822250.0,47386.1976
5405,2025-02-24,225362.0,TTT,67500.0,730,Male,26.0,Retail And Shopping,DISBURSED,South West Delhi,Delhi,110074.0,2025.0,2.0,1.0,700-749,26-30,south west delhi,0,3.3386962962962965,8667.76923076923,164514260.0,66813.35230000001
5406,2025-02-24,49873.0,TTT,22500.0,114,Female,35.0,Retail And Shopping,DISBURSED,RANGA REDDY,Telangana,500077.0,2025.0,2.0,1.0,<600,31-35,ranga reddy,0,2.2165777777777778,1424.942857142857,5685522.0,22802.97100000001
5407,2025-02-25,251875.0,TTT,112500.0,660,Female,33.0,Retail And Shopping,DISBURSED,Pune,Maharashtra,411033.0,2025.0,2.0,1.0,600-699,31-35,pune,1,2.238888888888889,7632.575757575758,166237500.0,109788.95974999998
5408,2025-02-24,72457.0,TTT,32500.0,740,Male,37.0,Retail And Shopping,DISBURSED,Sriganganagar,Rajasthan,335701.0,2025.0,2.0,1.0,700-749,36-45,sriganganagar,0,2.229446153846154,1958.2972972972973,53618180.0,32500.0
5409,2025-02-25,13174.0,TTT,7500.0,746,Female,30.0,Others,DISBURSED,Faridabad,Haryana,121001.0,2025.0,2.0,1.0,700-749,26-30,faridabad,0,1.7565333333333333,439.1333333333333,9827804.0,7516.49
5410,2025-02-25,82808.0,TTT,37500.0,746,Male,29.0,Food & Beverages,CLOSED,Muzaffarpur,Bihar,842001.0,2025.0,2.0,1.0,700-749,26-30,muzaffarpur,0,2.208213333333333,2855.448275862069,61774768.0,37431.87055000001
5411,2025-02-24,47050.0,TTT,37500.0,102,Male,40.0,Food & Beverages,DISBURSED,Ernakulam,Kerala,686691.0,2025.0,2.0,1.0,<600,36-45,ernakulam,0,1.2546666666666666,1176.25,4799100.0,37496.71665
5412,2025-02-24,70796.0,TTT,72500.0,725,Male,38.0,Food & Beverages,DISBURSED,Dakshina Kannada,Karnataka,575001.0,2025.0,2.0,1.0,700-749,36-45,dakshina kannada,0,0.976496551724138,1863.0526315789473,51327100.0,74535.2454
5413,2025-02-22,82808.0,TTT,37500.0,138,Male,22.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400707.0,2025.0,2.0,1.0,<600,22-25,mumbai,1,2.208213333333333,3764.0,11427504.0,37512.33995
5414,2025-02-24,94690.0,TTT,37500.0,798,Male,54.0,Food & Beverages,DISBURSED,MANDYA,Karnataka,571606.0,2025.0,2.0,1.0,>750,46-60,mandya,0,2.5250666666666666,1753.5185185185185,75562620.0,37506.29060000001
5415,2025-02-24,47050.0,TTT,97500.0,718,Male,31.0,Food & Beverages,DISBURSED,S A S Nagar,Punjab,140110.0,2025.0,2.0,1.0,700-749,31-35,s a s nagar,0,0.48256410256410254,1517.741935483871,33781900.0,97436.21835000001
5416,2025-02-22,61165.0,TTT,27500.0,115,Male,35.0,Travel & Hospitality,DISBURSED,KVRangareddy,Telangana,500075.0,2025.0,2.0,1.0,<600,31-35,kvrangareddy,0,2.224181818181818,1747.5714285714287,7033975.0,27504.99035
5417,2025-02-17,37876.0,TTT,17500.0,757,Female,44.0,Retail And Shopping,DISBURSED,South West Delhi,Delhi,110074.0,2025.0,2.0,1.0,>750,36-45,south west delhi,0,2.164342857142857,860.8181818181819,28672132.0,17481.1173
5418,2025-02-23,284955.0,TTT,300000.0,127,Male,30.0,Others,DISBURSED,West Delhi,Delhi,110027.0,2025.0,2.0,1.0,<600,26-30,west delhi,0,0.94985,9498.5,36189285.0,288975.4703999998
5419,2025-02-21,264058.0,TTT,57500.0,725,Male,45.0,Food & Beverages,DISBURSED,Pune,Maharashtra,410507.0,2025.0,2.0,1.0,700-749,36-45,pune,1,4.592313043478261,5867.955555555555,191442050.0,57821.19780000001
5420,2025-02-21,22584.0,TTT,12500.0,133,Female,41.0,Retail And Shopping,DISBURSED,Bangalore,Karnataka,560068.0,2025.0,2.0,1.0,<600,36-45,bangalore,1,1.80672,550.829268292683,3003672.0,12500.0
5421,2025-02-23,47050.0,TTT,52500.0,715,Female,49.0,Food & Beverages,DISBURSED,Nizamabad,Telangana,503185.0,2025.0,2.0,1.0,700-749,46-60,nizamabad,0,0.8961904761904762,960.204081632653,33640750.0,52434.689900000005
5422,2025-03-05,94690.0,TTT,142500.0,756,Male,24.0,Retail And Shopping,DISBURSED,RAIGAD,Maharashtra,410208.0,2025.0,3.0,1.0,>750,22-25,raigad,0,0.6644912280701755,3945.4166666666665,71585640.0,142042.8679999999
5423,2025-02-21,31994.0,TTT,17500.0,138,Female,33.0,Food & Beverages,DISBURSED,Gurgaon,Haryana,122007.0,2025.0,2.0,1.0,<600,31-35,gurgaon,0,1.8282285714285715,969.5151515151515,4415172.0,17500.0
5424,2025-02-21,263238.0,TTT,117500.0,760,Female,25.0,Retail And Shopping,DISBURSED,Bulandshahr,Uttar Pradesh,203202.0,2025.0,2.0,1.0,>750,22-25,bulandshahr,0,2.240323404255319,10529.52,200060880.0,118164.28995
5425,2025-02-21,27289.0,TTT,12500.0,744,Male,51.0,Retail And Shopping,DISBURSED,PURI,Odisha,752113.0,2025.0,2.0,1.0,700-749,46-60,puri,0,2.18312,535.0784313725491,20303016.0,12506.05995
5426,2025-02-21,141592.0,TTT,92500.0,709,Male,34.0,Retail And Shopping,DISBURSED,WARANGAL URBAN,Telangana,506001.0,2025.0,2.0,1.0,700-749,31-35,warangal urban,0,1.5307243243243243,4164.470588235294,100388728.0,92324.52755000001
5427,2025-02-21,141592.0,TTT,112500.0,746,Male,39.0,Retail And Shopping,DISBURSED,North 24 Parganas,West Bengal,700124.0,2025.0,2.0,1.0,700-749,36-45,north 24 parganas,0,1.2585955555555555,3630.5641025641025,105627632.0,112297.93490000001
5428,2025-02-21,189380.0,TTT,67500.0,135,Female,33.0,Retail And Shopping,DISBURSED,HAPUR,Uttar Pradesh,201015.0,2025.0,2.0,1.0,<600,31-35,hapur,0,2.8056296296296295,5738.787878787879,25566300.0,67649.4801
5429,2025-02-21,284070.0,TTT,127500.0,738,Male,39.0,Retail And Shopping,DISBURSED,New Delhi,Delhi,110070.0,2025.0,2.0,1.0,700-749,36-45,new delhi,1,2.228,7283.846153846154,209643660.0,128497.20205
5430,2025-03-10,91277.0,TTT,27500.0,741,Male,40.0,Retail And Shopping,DISBURSED,LUDHIANA,Punjab,141008.0,2025.0,3.0,1.0,700-749,36-45,ludhiana,0,3.3191636363636365,2281.925,67636257.0,27500.0
5431,2025-02-21,180294.0,TTT,92500.0,739,Male,22.0,Retail And Shopping,DISBURSED,GHAZIABAD,Uttar Pradesh,201009.0,2025.0,2.0,1.0,700-749,22-25,ghaziabad,0,1.9491243243243244,8195.181818181818,133237266.0,90904.45375
5432,2025-02-12,189970.0,TTT,87500.0,788,Male,39.0,Retail And Shopping,DISBURSED,KANCHIPURAM,Tamil Nadu,602002.0,2025.0,2.0,1.0,>750,36-45,kanchipuram,0,2.1710857142857143,4871.025641025641,149696360.0,87419.9989
5433,2025-02-12,70070.0,TTT,37500.0,739,Male,39.0,Food & Beverages,DISBURSED,Visakhapatnam,Andhra Pradesh,531001.0,2025.0,2.0,1.0,700-749,36-45,visakhapatnam,0,1.8685333333333334,1796.6666666666667,51781730.0,37500.0
5434,2025-02-06,54645.0,PPP,34887.5,175,Male,48.0,Grocery And Daily Needs,CLOSED,Bathinda,Punjab,151005.0,2025.0,2.0,1.0,<600,46-60,bathinda,0,1.5663203152991758,1138.4375,9562875.0,35411.74755
5435,2025-02-06,47935.0,PPP,194075.0,782,Female,43.0,Grocery And Daily Needs,CLOSED,Belagavi,Karnataka,590010.0,2025.0,2.0,1.0,>750,36-45,belagavi,0,0.24699214221306195,1114.7674418604652,37485170.0,197500.43634999997
5436,2025-02-06,370058.0,PPP,107421.83,756,Male,45.0,Service And Utilities,CLOSED,South West Delhi,Delhi,110030.0,2025.0,2.0,1.0,>750,36-45,south west delhi,0,3.4449050067383884,8223.511111111111,279763848.0,107320.06594999977
5437,2025-02-06,144690.0,PPP,28028.33,789,Male,56.0,Grocery And Daily Needs,DISBURSED,Jabalpur,Madhya Pradesh,482003.0,2025.0,2.0,1.0,>750,46-60,jabalpur,0,5.162276881997607,2583.75,114160410.0,28879.522850000034
5438,2025-02-06,94911.0,PPP,41301.66,738,Male,29.0,Retail And Shopping,DISBURSED,Visakhapatnam,Andhra Pradesh,531036.0,2025.0,2.0,1.0,700-749,26-30,visakhapatnam,0,2.2979948021459666,3272.793103448276,70044318.0,41465.44545000007
5439,2025-02-06,19174.0,PPP,22929.16,748,Male,42.0,Food & Beverages,CLOSED,Coimbatore,Tamil Nadu,641107.0,2025.0,2.0,1.0,700-749,36-45,coimbatore,0,0.8362277553996745,456.5238095238095,14342152.0,23065.38095000005
5440,2025-02-14,20831.0,TTT,22500.0,734,Male,38.0,Retail And Shopping,DISBURSED,Thane,Maharashtra,400612.0,2025.0,2.0,1.0,700-749,36-45,thane,0,0.9258222222222222,548.1842105263158,15289954.0,22615.859800000006
5441,2025-02-06,49194.0,PPP,24546.66,760,Male,53.0,Food & Beverages,CLOSED,Belagavi,Karnataka,591304.0,2025.0,2.0,1.0,>750,46-60,belagavi,0,2.004101576344806,928.188679245283,37387440.0,24665.61185000005
5442,2025-03-03,50811.0,PPP,22284.33,135,Female,32.0,Grocery And Daily Needs,CLOSED,Pune,Maharashtra,410506.0,2025.0,3.0,1.0,<600,31-35,pune,1,2.2801223999106095,1587.84375,6859485.0,22414.13885000004
5443,2025-02-06,36430.0,PPP,12883.16,767,Male,37.0,Food & Beverages,DISBURSED,Dhule,Maharashtra,424001.0,2025.0,2.0,1.0,>750,36-45,dhule,0,2.8277223910903846,984.5945945945946,27941810.0,12929.80715
5444,2025-02-08,175442.0,PPP,51041.5,776,Male,60.0,Grocery And Daily Needs,DISBURSED,Thiruvananthapuram,Kerala,695002.0,2025.0,2.0,1.0,>750,46-60,thiruvananthapuram,0,3.437242244056307,2924.0333333333333,136142992.0,50929.014200000005
5445,2025-02-06,29719.0,PPP,11667.0,786,Female,36.0,Grocery And Daily Needs,DISBURSED,Surat,Gujarat,394210.0,2025.0,2.0,1.0,>750,36-45,surat,0,2.5472700779977715,825.5277777777778,23359134.0,11887.2894
5446,2025-02-06,62315.0,PPP,41666.53,133,Male,29.0,Grocery And Daily Needs,CLOSED,Patna,Bihar,800002.0,2025.0,2.0,1.0,<600,26-30,patna,0,1.49556490545289,2148.793103448276,8287895.0,40598.994550000054
5447,2025-02-05,239675.0,PPP,160086.28,122,Male,31.0,Grocery And Daily Needs,DISBURSED,Kanchipuram,Tamil Nadu,600130.0,2025.0,2.0,1.0,<600,31-35,kanchipuram,0,1.4971614057119698,7731.451612903225,29240350.0,159548.46970000016
5448,2025-02-05,25079.0,PPP,22218.0,751,Male,33.0,Retail And Shopping,CLOSED,Thane,Maharashtra,400614.0,2025.0,2.0,1.0,>750,31-35,thane,0,1.1287694661985777,759.969696969697,18834329.0,22037.81835000004
5449,2025-02-05,115752.0,PPP,43166.4,757,Male,62.0,Grocery And Daily Needs,DISBURSED,Amritsar,Punjab,143001.0,2025.0,2.0,1.0,>750,60+,amritsar,0,2.6815300789502947,1866.967741935484,87624264.0,43726.779700000116
5450,2025-02-08,444957.0,TTT,197500.0,734,Male,51.0,Food & Beverages,DISBURSED,Bangalore,Karnataka,562157.0,2025.0,2.0,1.0,700-749,46-60,bangalore,1,2.252946835443038,8724.64705882353,326598438.0,196506.60989999995
5451,2025-02-05,287610.0,PPP,372961.0000000001,745,Male,43.0,Food & Beverages,DISBURSED,Bengaluru,Karnataka,562106.0,2025.0,2.0,1.0,700-749,36-45,bengaluru,1,0.7711530159989917,6688.604651162791,214269450.0,371654.40660000005
5452,2025-02-06,358831.0,PPP,124162.33,761,Male,27.0,Service And Utilities,DISBURSED,Mumbai,Maharashtra,400060.0,2025.0,2.0,1.0,>750,26-30,mumbai,1,2.8900150311290065,13290.037037037036,273070391.0,123712.15149999957
5453,2025-02-06,95870.0,PPP,75085.0,791,Female,22.0,Grocery And Daily Needs,CLOSED,Dehradun,Uttarakhand,248007.0,2025.0,2.0,1.0,>750,22-25,dehradun,0,1.276819604448292,4357.727272727273,75833170.0,75421.22445000001
5454,2025-02-11,80530.0,PPP,21838.83,728,Male,42.0,Grocery And Daily Needs,DISBURSED,Kurnool,Andhra Pradesh,518004.0,2025.0,2.0,1.0,700-749,36-45,kurnool,0,3.6874686052320564,1917.3809523809523,58625840.0,21759.198850000033
5455,2025-02-18,91849.0,TTT,27500.0,709,Male,38.0,Service And Utilities,DISBURSED,SATARA,Maharashtra,415536.0,2025.0,2.0,1.0,700-749,36-45,satara,0,3.3399636363636365,2417.0789473684213,65120941.0,27481.547850000003
5456,2025-02-05,66703.0,BBB,33712.0,703,Male,37.0,Grocery And Daily Needs,DISBURSED,Latur,Maharashtra,413512.0,2025.0,2.0,1.0,700-749,36-45,latur,0,1.9786129568106312,1802.7837837837837,46892209.0,33892.980500000005
